,Tarifa,Anio,Verano,Mes,Consumo,Precio,kwh,Minimo
0,Tarifa 1,2022,,ENERO,Consumobasico,0.882,75,25
1,Tarifa 1,2022,,ENERO,Consumointermedio,1.073,65,25
2,Tarifa 1,2022,,ENERO,Consumoexcedente,3.134,,25
3,Tarifa 1,2022,,FEBRERO,Consumobasico,0.887,75,25
4,Tarifa 1,2022,,FEBRERO,Consumointermedio,1.079,65,25
5,Tarifa 1,2022,,FEBRERO,Consumoexcedente,3.153,,25
6,Tarifa 1,2022,,MARZO,Consumobasico,0.892,75,25
7,Tarifa 1,2022,,MARZO,Consumointermedio,1.085,65,25
8,Tarifa 1,2022,,MARZO,Consumoexcedente,3.172,,25
9,Tarifa 1,2022,,ABRIL,Consumobasico,0.897,75,25
10,Tarifa 1,2022,,ABRIL,Consumointermedio,1.091,65,25
11,Tarifa 1,2022,,ABRIL,Consumoexcedente,3.191,,25
12,Tarifa 1,2022,,MAYO,Consumobasico,0.902,75,25
13,Tarifa 1,2022,,MAYO,Consumointermedio,1.097,65,25
14,Tarifa 1,2022,,MAYO,Consumoexcedente,3.21,,25
15,Tarifa 1,2022,,JUNIO,Consumobasico,0.907,75,25
16,Tarifa 1,2022,,JUNIO,Consumointermedio,1.104,65,25
17,Tarifa 1,2022,,JUNIO,Consumoexcedente,3.229,,25
18,Tarifa 1,2022,,JULIO,Consumobasico,0.912,75,25
19,Tarifa 1,2022,,JULIO,Consumointermedio,1.111,65,25
20,Tarifa 1,2022,,JULIO,Consumoexcedente,3.248,,25
21,Tarifa 1,2022,,AGOSTO,Consumobasico,0.917,75,25
22,Tarifa 1,2022,,AGOSTO,Consumointermedio,1.118,65,25
23,Tarifa 1,2022,,AGOSTO,Consumoexcedente,3.267,,25
24,Tarifa 1,2022,,SEPTIEMBRE,Consumobasico,0.922,75,25
25,Tarifa 1,2022,,SEPTIEMBRE,Consumointermedio,1.125,65,25
26,Tarifa 1,2022,,SEPTIEMBRE,Consumoexcedente,3.286,,25
27,Tarifa 1,2022,,OCTUBRE,Consumobasico,0.927,75,25
28,Tarifa 1,2022,,OCTUBRE,Consumointermedio,1.132,65,25
29,Tarifa 1,2022,,OCTUBRE,Consumoexcedente,3.306,,25
30,Tarifa 1,2022,,NOVIEMBRE,Consumobasico,0.933,75,25
31,Tarifa 1,2022,,NOVIEMBRE,Consumointermedio,1.139,65,25
32,Tarifa 1,2022,,NOVIEMBRE,Consumoexcedente,3.326,,25
33,Tarifa 1,2022,,DICIEMBRE,Consumobasico,0.939,75,25
34,Tarifa 1,2022,,DICIEMBRE,Consumointermedio,1.146,65,25
35,Tarifa 1,2022,,DICIEMBRE,Consumoexcedente,3.346,,25
36,Tarifa 1A,2022,FEBRERO,ENERO,Consumobasico,0.882,75,25
37,Tarifa 1A,2022,FEBRERO,ENERO,Consumointermedio,1.073,75,25
38,Tarifa 1A,2022,FEBRERO,ENERO,Consumoexcedente,3.134,,25
39,Tarifa 1A,2022,FEBRERO,FEBRERO,Consumobasico,0.791,100,25
40,Tarifa 1A,2022,FEBRERO,FEBRERO,Consumointermedio,0.916,50,25
41,Tarifa 1A,2022,FEBRERO,FEBRERO,Consumoexcedente,3.153,,25
42,Tarifa 1A,2022,FEBRERO,MARZO,Consumobasico,0.796,100,25
43,Tarifa 1A,2022,FEBRERO,MARZO,Consumointermedio,0.921,50,25
44,Tarifa 1A,2022,FEBRERO,MARZO,Consumoexcedente,3.172,,25
45,Tarifa 1A,2022,FEBRERO,ABRIL,Consumobasico,0.801,100,25
46,Tarifa 1A,2022,FEBRERO,ABRIL,Consumointermedio,0.926,50,25
47,Tarifa 1A,2022,FEBRERO,ABRIL,Consumoexcedente,3.191,,25
48,Tarifa 1A,2022,FEBRERO,MAYO,Consumobasico,0.806,100,25
49,Tarifa 1A,2022,FEBRERO,MAYO,Consumointermedio,0.932,50,25
50,Tarifa 1A,2022,FEBRERO,MAYO,Consumoexcedente,3.21,,25
51,Tarifa 1A,2022,FEBRERO,JUNIO,Consumobasico,0.811,100,25
52,Tarifa 1A,2022,FEBRERO,JUNIO,Consumointermedio,0.938,50,25
53,Tarifa 1A,2022,FEBRERO,JUNIO,Consumoexcedente,3.229,,25
54,Tarifa 1A,2022,FEBRERO,JULIO,Consumobasico,0.816,100,25
55,Tarifa 1A,2022,FEBRERO,JULIO,Consumointermedio,0.944,50,25
56,Tarifa 1A,2022,FEBRERO,JULIO,Consumoexcedente,3.248,,25
57,Tarifa 1A,2022,FEBRERO,AGOSTO,Consumobasico,0.917,75,25
58,Tarifa 1A,2022,FEBRERO,AGOSTO,Consumointermedio,1.118,75,25
59,Tarifa 1A,2022,FEBRERO,AGOSTO,Consumoexcedente,3.267,,25
60,Tarifa 1A,2022,FEBRERO,SEPTIEMBRE,Consumobasico,0.922,75,25
61,Tarifa 1A,2022,FEBRERO,SEPTIEMBRE,Consumointermedio,1.125,75,25
62,Tarifa 1A,2022,FEBRERO,SEPTIEMBRE,Consumoexcedente,3.286,,25
63,Tarifa 1A,2022,FEBRERO,OCTUBRE,Consumobasico,0.927,75,25
64,Tarifa 1A,2022,FEBRERO,OCTUBRE,Consumointermedio,1.132,75,25
65,Tarifa 1A,2022,FEBRERO,OCTUBRE,Consumoexcedente,3.306,,25
66,Tarifa 1A,2022,FEBRERO,NOVIEMBRE,Consumobasico,0.933,75,25
67,Tarifa 1A,2022,FEBRERO,NOVIEMBRE,Consumointermedio,1.139,75,25
68,Tarifa 1A,2022,FEBRERO,NOVIEMBRE,Consumoexcedente,3.326,,25
69,Tarifa 1A,2022,FEBRERO,DICIEMBRE,Consumobasico,0.939,75,25
70,Tarifa 1A,2022,FEBRERO,DICIEMBRE,Consumointermedio,1.146,75,25
71,Tarifa 1A,2022,FEBRERO,DICIEMBRE,Consumoexcedente,3.346,,25
72,Tarifa 1A,2022,MARZO,ENERO,Consumobasico,0.882,75,25
73,Tarifa 1A,2022,MARZO,ENERO,Consumointermedio,1.073,75,25
74,Tarifa 1A,2022,MARZO,ENERO,Consumoexcedente,3.134,,25
75,Tarifa 1A,2022,MARZO,FEBRERO,Consumobasico,0.887,75,25
76,Tarifa 1A,2022,MARZO,FEBRERO,Consumointermedio,1.079,75,25
77,Tarifa 1A,2022,MARZO,FEBRERO,Consumoexcedente,3.153,,25
78,Tarifa 1A,2022,MARZO,MARZO,Consumobasico,0.796,100,25
79,Tarifa 1A,2022,MARZO,MARZO,Consumointermedio,0.921,50,25
80,Tarifa 1A,2022,MARZO,MARZO,Consumoexcedente,3.172,,25
81,Tarifa 1A,2022,MARZO,ABRIL,Consumobasico,0.801,100,25
82,Tarifa 1A,2022,MARZO,ABRIL,Consumointermedio,0.926,50,25
83,Tarifa 1A,2022,MARZO,ABRIL,Consumoexcedente,3.191,,25
84,Tarifa 1A,2022,MARZO,MAYO,Consumobasico,0.806,100,25
85,Tarifa 1A,2022,MARZO,MAYO,Consumointermedio,0.932,50,25
86,Tarifa 1A,2022,MARZO,MAYO,Consumoexcedente,3.21,,25
87,Tarifa 1A,2022,MARZO,JUNIO,Consumobasico,0.811,100,25
88,Tarifa 1A,2022,MARZO,JUNIO,Consumointermedio,0.938,50,25
89,Tarifa 1A,2022,MARZO,JUNIO,Consumoexcedente,3.229,,25
90,Tarifa 1A,2022,MARZO,JULIO,Consumobasico,0.816,100,25
91,Tarifa 1A,2022,MARZO,JULIO,Consumointermedio,0.944,50,25
92,Tarifa 1A,2022,MARZO,JULIO,Consumoexcedente,3.248,,25
93,Tarifa 1A,2022,MARZO,AGOSTO,Consumobasico,0.821,100,25
94,Tarifa 1A,2022,MARZO,AGOSTO,Consumointermedio,0.950,50,25
95,Tarifa 1A,2022,MARZO,AGOSTO,Consumoexcedente,3.267,,25
96,Tarifa 1A,2022,MARZO,SEPTIEMBRE,Consumobasico,0.922,75,25
97,Tarifa 1A,2022,MARZO,SEPTIEMBRE,Consumointermedio,1.125,75,25
98,Tarifa 1A,2022,MARZO,SEPTIEMBRE,Consumoexcedente,3.286,,25
99,Tarifa 1A,2022,MARZO,OCTUBRE,Consumobasico,0.927,75,25
100,Tarifa 1A,2022,MARZO,OCTUBRE,Consumointermedio,1.132,75,25
101,Tarifa 1A,2022,MARZO,OCTUBRE,Consumoexcedente,3.306,,25
102,Tarifa 1A,2022,MARZO,NOVIEMBRE,Consumobasico,0.933,75,25
103,Tarifa 1A,2022,MARZO,NOVIEMBRE,Consumointermedio,1.139,75,25
104,Tarifa 1A,2022,MARZO,NOVIEMBRE,Consumoexcedente,3.326,,25
105,Tarifa 1A,2022,MARZO,DICIEMBRE,Consumobasico,0.939,75,25
106,Tarifa 1A,2022,MARZO,DICIEMBRE,Consumointermedio,1.146,75,25
107,Tarifa 1A,2022,MARZO,DICIEMBRE,Consumoexcedente,3.346,,25
108,Tarifa 1A,2022,ABRIL,ENERO,Consumobasico,0.882,75,25
109,Tarifa 1A,2022,ABRIL,ENERO,Consumointermedio,1.073,75,25
110,Tarifa 1A,2022,ABRIL,ENERO,Consumoexcedente,3.134,,25
111,Tarifa 1A,2022,ABRIL,FEBRERO,Consumobasico,0.887,75,25
112,Tarifa 1A,2022,ABRIL,FEBRERO,Consumointermedio,1.079,75,25
113,Tarifa 1A,2022,ABRIL,FEBRERO,Consumoexcedente,3.153,,25
114,Tarifa 1A,2022,ABRIL,MARZO,Consumobasico,0.892,75,25
115,Tarifa 1A,2022,ABRIL,MARZO,Consumointermedio,1.085,75,25
116,Tarifa 1A,2022,ABRIL,MARZO,Consumoexcedente,3.172,,25
117,Tarifa 1A,2022,ABRIL,ABRIL,Consumobasico,0.801,100,25
118,Tarifa 1A,2022,ABRIL,ABRIL,Consumointermedio,0.926,50,25
119,Tarifa 1A,2022,ABRIL,ABRIL,Consumoexcedente,3.191,,25
120,Tarifa 1A,2022,ABRIL,MAYO,Consumobasico,0.806,100,25
121,Tarifa 1A,2022,ABRIL,MAYO,Consumointermedio,0.932,50,25
122,Tarifa 1A,2022,ABRIL,MAYO,Consumoexcedente,3.21,,25
123,Tarifa 1A,2022,ABRIL,JUNIO,Consumobasico,0.811,100,25
124,Tarifa 1A,2022,ABRIL,JUNIO,Consumointermedio,0.938,50,25
125,Tarifa 1A,2022,ABRIL,JUNIO,Consumoexcedente,3.229,,25
126,Tarifa 1A,2022,ABRIL,JULIO,Consumobasico,0.816,100,25
127,Tarifa 1A,2022,ABRIL,JULIO,Consumointermedio,0.944,50,25
128,Tarifa 1A,2022,ABRIL,JULIO,Consumoexcedente,3.248,,25
129,Tarifa 1A,2022,ABRIL,AGOSTO,Consumobasico,0.821,100,25
130,Tarifa 1A,2022,ABRIL,AGOSTO,Consumointermedio,0.950,50,25
131,Tarifa 1A,2022,ABRIL,AGOSTO,Consumoexcedente,3.267,,25
132,Tarifa 1A,2022,ABRIL,SEPTIEMBRE,Consumobasico,0.826,100,25
133,Tarifa 1A,2022,ABRIL,SEPTIEMBRE,Consumointermedio,0.956,50,25
134,Tarifa 1A,2022,ABRIL,SEPTIEMBRE,Consumoexcedente,3.286,,25
135,Tarifa 1A,2022,ABRIL,OCTUBRE,Consumobasico,0.927,75,25
136,Tarifa 1A,2022,ABRIL,OCTUBRE,Consumointermedio,1.132,75,25
137,Tarifa 1A,2022,ABRIL,OCTUBRE,Consumoexcedente,3.306,,25
138,Tarifa 1A,2022,ABRIL,NOVIEMBRE,Consumobasico,0.933,75,25
139,Tarifa 1A,2022,ABRIL,NOVIEMBRE,Consumointermedio,1.139,75,25
140,Tarifa 1A,2022,ABRIL,NOVIEMBRE,Consumoexcedente,3.326,,25
141,Tarifa 1A,2022,ABRIL,DICIEMBRE,Consumobasico,0.939,75,25
142,Tarifa 1A,2022,ABRIL,DICIEMBRE,Consumointermedio,1.146,75,25
143,Tarifa 1A,2022,ABRIL,DICIEMBRE,Consumoexcedente,3.346,,25
144,Tarifa 1A,2022,MAYO,ENERO,Consumobasico,0.882,75,25
145,Tarifa 1A,2022,MAYO,ENERO,Consumointermedio,1.073,75,25
146,Tarifa 1A,2022,MAYO,ENERO,Consumoexcedente,3.134,,25
147,Tarifa 1A,2022,MAYO,FEBRERO,Consumobasico,0.887,75,25
148,Tarifa 1A,2022,MAYO,FEBRERO,Consumointermedio,1.079,75,25
149,Tarifa 1A,2022,MAYO,FEBRERO,Consumoexcedente,3.153,,25
150,Tarifa 1A,2022,MAYO,MARZO,Consumobasico,0.892,75,25
151,Tarifa 1A,2022,MAYO,MARZO,Consumointermedio,1.085,75,25
152,Tarifa 1A,2022,MAYO,MARZO,Consumoexcedente,3.172,,25
153,Tarifa 1A,2022,MAYO,ABRIL,Consumobasico,0.897,75,25
154,Tarifa 1A,2022,MAYO,ABRIL,Consumointermedio,1.091,75,25
155,Tarifa 1A,2022,MAYO,ABRIL,Consumoexcedente,3.191,,25
156,Tarifa 1A,2022,MAYO,MAYO,Consumobasico,0.806,100,25
157,Tarifa 1A,2022,MAYO,MAYO,Consumointermedio,0.932,50,25
158,Tarifa 1A,2022,MAYO,MAYO,Consumoexcedente,3.21,,25
159,Tarifa 1A,2022,MAYO,JUNIO,Consumobasico,0.811,100,25
160,Tarifa 1A,2022,MAYO,JUNIO,Consumointermedio,0.938,50,25
161,Tarifa 1A,2022,MAYO,JUNIO,Consumoexcedente,3.229,,25
162,Tarifa 1A,2022,MAYO,JULIO,Consumobasico,0.816,100,25
163,Tarifa 1A,2022,MAYO,JULIO,Consumointermedio,0.944,50,25
164,Tarifa 1A,2022,MAYO,JULIO,Consumoexcedente,3.248,,25
165,Tarifa 1A,2022,MAYO,AGOSTO,Consumobasico,0.821,100,25
166,Tarifa 1A,2022,MAYO,AGOSTO,Consumointermedio,0.950,50,25
167,Tarifa 1A,2022,MAYO,AGOSTO,Consumoexcedente,3.267,,25
168,Tarifa 1A,2022,MAYO,SEPTIEMBRE,Consumobasico,0.826,100,25
169,Tarifa 1A,2022,MAYO,SEPTIEMBRE,Consumointermedio,0.956,50,25
170,Tarifa 1A,2022,MAYO,SEPTIEMBRE,Consumoexcedente,3.286,,25
171,Tarifa 1A,2022,MAYO,OCTUBRE,Consumobasico,0.831,100,25
172,Tarifa 1A,2022,MAYO,OCTUBRE,Consumointermedio,0.962,50,25
173,Tarifa 1A,2022,MAYO,OCTUBRE,Consumoexcedente,3.306,,25
174,Tarifa 1A,2022,MAYO,NOVIEMBRE,Consumobasico,0.933,75,25
175,Tarifa 1A,2022,MAYO,NOVIEMBRE,Consumointermedio,1.139,75,25
176,Tarifa 1A,2022,MAYO,NOVIEMBRE,Consumoexcedente,3.326,,25
177,Tarifa 1A,2022,MAYO,DICIEMBRE,Consumobasico,0.939,75,25
178,Tarifa 1A,2022,MAYO,DICIEMBRE,Consumointermedio,1.146,75,25
179,Tarifa 1A,2022,MAYO,DICIEMBRE,Consumoexcedente,3.346,,25
180,Tarifa 1B,2022,FEBRERO,ENERO,Consumobasico,0.882,75,25
181,Tarifa 1B,2022,FEBRERO,ENERO,Consumointermedio,1.073,100,25
182,Tarifa 1B,2022,FEBRERO,ENERO,Consumoexcedente,3.134,,25
183,Tarifa 1B,2022,FEBRERO,FEBRERO,Consumobasico,0.791,125,25
184,Tarifa 1B,2022,FEBRERO,FEBRERO,Consumointermedio,0.916,100,25
185,Tarifa 1B,2022,FEBRERO,FEBRERO,Consumoexcedente,3.153,,25
186,Tarifa 1B,2022,FEBRERO,MARZO,Consumobasico,0.796,125,25
187,Tarifa 1B,2022,FEBRERO,MARZO,Consumointermedio,0.921,100,25
188,Tarifa 1B,2022,FEBRERO,MARZO,Consumoexcedente,3.172,,25
189,Tarifa 1B,2022,FEBRERO,ABRIL,Consumobasico,0.801,125,25
190,Tarifa 1B,2022,FEBRERO,ABRIL,Consumointermedio,0.926,100,25
191,Tarifa 1B,2022,FEBRERO,ABRIL,Consumoexcedente,3.191,,25
192,Tarifa 1B,2022,FEBRERO,MAYO,Consumobasico,0.806,125,25
193,Tarifa 1B,2022,FEBRERO,MAYO,Consumointermedio,0.932,100,25
194,Tarifa 1B,2022,FEBRERO,MAYO,Consumoexcedente,3.21,,25
195,Tarifa 1B,2022,FEBRERO,JUNIO,Consumobasico,0.811,125,25
196,Tarifa 1B,2022,FEBRERO,JUNIO,Consumointermedio,0.938,100,25
197,Tarifa 1B,2022,FEBRERO,JUNIO,Consumoexcedente,3.229,,25
198,Tarifa 1B,2022,FEBRERO,JULIO,Consumobasico,0.816,125,25
199,Tarifa 1B,2022,FEBRERO,JULIO,Consumointermedio,0.944,100,25
200,Tarifa 1B,2022,FEBRERO,JULIO,Consumoexcedente,3.248,,25
201,Tarifa 1B,2022,FEBRERO,AGOSTO,Consumobasico,0.917,75,25
202,Tarifa 1B,2022,FEBRERO,AGOSTO,Consumointermedio,1.118,100,25
203,Tarifa 1B,2022,FEBRERO,AGOSTO,Consumoexcedente,3.267,,25
204,Tarifa 1B,2022,FEBRERO,SEPTIEMBRE,Consumobasico,0.922,75,25
205,Tarifa 1B,2022,FEBRERO,SEPTIEMBRE,Consumointermedio,1.125,100,25
206,Tarifa 1B,2022,FEBRERO,SEPTIEMBRE,Consumoexcedente,3.286,,25
207,Tarifa 1B,2022,FEBRERO,OCTUBRE,Consumobasico,0.927,75,25
208,Tarifa 1B,2022,FEBRERO,OCTUBRE,Consumointermedio,1.132,100,25
209,Tarifa 1B,2022,FEBRERO,OCTUBRE,Consumoexcedente,3.306,,25
210,Tarifa 1B,2022,FEBRERO,NOVIEMBRE,Consumobasico,0.933,75,25
211,Tarifa 1B,2022,FEBRERO,NOVIEMBRE,Consumointermedio,1.139,100,25
212,Tarifa 1B,2022,FEBRERO,NOVIEMBRE,Consumoexcedente,3.326,,25
213,Tarifa 1B,2022,FEBRERO,DICIEMBRE,Consumobasico,0.939,75,25
214,Tarifa 1B,2022,FEBRERO,DICIEMBRE,Consumointermedio,1.146,100,25
215,Tarifa 1B,2022,FEBRERO,DICIEMBRE,Consumoexcedente,3.346,,25
216,Tarifa 1B,2022,MARZO,ENERO,Consumobasico,0.882,75,25
217,Tarifa 1B,2022,MARZO,ENERO,Consumointermedio,1.073,100,25
218,Tarifa 1B,2022,MARZO,ENERO,Consumoexcedente,3.134,,25
219,Tarifa 1B,2022,MARZO,FEBRERO,Consumobasico,0.887,75,25
220,Tarifa 1B,2022,MARZO,FEBRERO,Consumointermedio,1.079,100,25
221,Tarifa 1B,2022,MARZO,FEBRERO,Consumoexcedente,3.153,,25
222,Tarifa 1B,2022,MARZO,MARZO,Consumobasico,0.796,125,25
223,Tarifa 1B,2022,MARZO,MARZO,Consumointermedio,0.921,100,25
224,Tarifa 1B,2022,MARZO,MARZO,Consumoexcedente,3.172,,25
